"","Year Month","Hour","Victimisations","Territorial Authority","Area Unit","Crimes type","ANZSOC Division","ANZSOC Group"
"220","1/02/15",99,1,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"221","1/02/15",99,1,"Christchurch City.","Islington.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"222","1/03/15",99,1,"Christchurch City.","Islington.","property crimes","Theft and Related Offences","Theft of a Motor Vehicle"
"223","1/03/15",16,1,"Christchurch City.","Hornby South.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"224","1/03/15",12,1,"Christchurch City.","Linwood North.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"225","1/03/15",18,1,"Hurunui District.","Leithfield.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"226","1/05/15",99,1,"Waimakariri District.","Mandeville.","property crimes","Theft and Related Offences","Theft of a Motor Vehicle"
"227","1/05/15",99,1,"Selwyn District.","Springston.","property crimes","Theft and Related Offences","Theft of a Motor Vehicle"
"228","1/05/15",99,1,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"229","1/05/15",99,1,"Christchurch City.","Halswell South.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"230","1/05/15",99,1,"Christchurch City.","Strowan.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"231","1/05/15",1,1,"Christchurch City.","Islington.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"232","1/05/15",11,1,"Christchurch City.","Wainoni.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"233","1/05/15",15,1,"Christchurch City.","Paparua.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"234","1/05/15",16,1,"Christchurch City.","Hornby South.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"235","1/06/15",16,1,"Timaru District.","Orari.","violent crimes","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury"
"236","1/06/15",11,1,"Christchurch City.","Woolston West.","violent crimes","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury"
"237","1/06/15",21,1,"Christchurch City.","Woolston West.","violent crimes","Acts Intended to Cause Injury","Serious Assault Resulting in Injury"
"238","1/06/15",6,1,"Christchurch City.","St Albans East.","violent crimes","Acts Intended to Cause Injury","Serious Assault Resulting in Injury"
"239","1/07/15",17,1,"Christchurch City.","Avondale.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"240","1/07/15",17,1,"Christchurch City.","Wainoni.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"241","1/07/15",17,1,"Christchurch City.","Linwood East.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"242","1/07/15",17,1,"Christchurch City.","Hornby North.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"243","1/05/15",13,1,"Christchurch City.","Yaldhurst.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"244","1/05/15",99,1,"Christchurch City.","Spreydon.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"245","1/05/15",1,1,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"246","1/05/15",10,1,"Christchurch City.","Hornby North.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"247","1/05/15",16,2,"Christchurch City.","Paparua.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"248","1/05/15",17,1,"Christchurch City.","Shirley East.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"249","1/05/15",17,1,"Hurunui District.","Amberley.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"250","1/05/15",18,1,"Christchurch City.","Avon Loop.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"251","1/02/15",99,2,"Christchurch City.","Middleton.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"252","1/02/15",99,1,"Waimakariri District.","Kaiapoi North East.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"253","1/02/15",99,1,"Ashburton District.","Hinds.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"254","1/02/15",99,1,"Selwyn District.","Selwyn-Rakaia.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"255","1/02/15",99,1,"Selwyn District.","Springston.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"256","1/02/15",1,1,"Christchurch City.","Hornby North.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"257","1/02/15",16,1,"Christchurch City.","Phillipstown.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"258","1/02/15",17,1,"Christchurch City.","Avonside.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"259","1/02/15",2,1,"Waimakariri District.","Rangiora East.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"260","1/07/15",18,1,"Christchurch City.","Wainoni.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"261","1/07/15",18,1,"Christchurch City.","Shirley East.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"262","1/07/15",18,1,"Christchurch City.","Oaklands East.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"263","1/07/15",18,1,"Christchurch City.","Hornby North.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"264","1/04/15",14,1,"Christchurch City.","Oaklands East.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"265","1/04/15",14,1,"Christchurch City.","Hornby North.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"266","1/04/15",20,1,"Christchurch City.","Middleton.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"267","1/04/15",22,1,"Christchurch City.","Papanui.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"268","1/08/15",14,1,"Christchurch City.","Fendalton.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"269","1/08/15",4,1,"Christchurch City.","Cathedral Square.","violent crimes","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury"
"270","1/08/15",99,1,"Christchurch City.","Sockburn.","violent crimes","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury"
"271","1/08/15",1,1,"Christchurch City.","Phillipstown.","violent crimes","Acts Intended to Cause Injury","Serious Assault Resulting in Injury"
"272","1/03/15",99,1,"Christchurch City.","Wainoni.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"273","1/03/15",99,1,"Christchurch City.","Addington.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"274","1/03/15",99,1,"Christchurch City.","Hornby North.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"275","1/03/15",99,1,"Christchurch City.","Hornby North.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"276","1/07/15",99,1,"Christchurch City.","Bishopdale.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"277","1/07/15",0,1,"Christchurch City.","Rawhiti.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"278","1/07/15",21,1,"Christchurch City.","Shirley East.","violent crimes","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury"
"279","1/07/15",1,1,"Timaru District.","Seaview.","violent crimes","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury"
"280","1/07/15",1,1,"Waimate District.","Waimate.","violent crimes","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury"
"281","1/03/15",9,1,"Hurunui District.","Parnassus.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"282","1/03/15",99,1,"Waimate District.","Waimate.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"283","1/03/15",99,1,"Christchurch City.","Middleton.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"284","1/03/15",0,1,"Christchurch City.","Sockburn.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"285","1/03/15",11,1,"Ashburton District.","Ashburton Central East.","property crimes","Theft and Related Offences","Theft of Motor Vehicle Parts or Contents"
"286","1/06/15",14,1,"Christchurch City.","Northcote.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"287","1/06/15",15,1,"Christchurch City.","Shirley East.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"288","1/06/15",15,1,"Christchurch City.","Belfast.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"289","1/06/15",16,1,"Christchurch City.","Rawhiti.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"290","1/06/15",1,1,"Christchurch City.","Bexley.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"291","1/06/15",11,1,"Waimakariri District.","Kaiapoi North West.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"292","1/06/15",12,1,"Christchurch City.","Avonside.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"293","1/06/15",12,1,"Waimakariri District.","Kaiapoi South.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"294","1/06/15",13,1,"Christchurch City.","Paparua.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"295","1/05/15",11,1,"Christchurch City.","Linwood.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"296","1/05/15",12,1,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"297","1/05/15",13,1,"Christchurch City.","Redwood North.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"298","1/05/15",13,1,"Christchurch City.","Halswell Domain.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"299","1/03/15",99,1,"Christchurch City.","Wigram.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"300","1/03/15",99,1,"Christchurch City.","Middleton.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"301","1/03/15",99,1,"Christchurch City.","Harewood.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"302","1/03/15",99,1,"Christchurch City.","Sawyers Arms.","property crimes","Theft and Related Offences","Illegal Use of a Motor Vehicle"
"303","1/05/15",13,1,"Christchurch City.","Middleton.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"304","1/05/15",13,1,"Selwyn District.","Selwyn-Rakaia.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"305","1/05/15",13,1,"Selwyn District.","Rolleston North East.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"306","1/05/15",14,1,"Christchurch City.","Cashmere West.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"307","1/06/15",16,1,"Christchurch City.","St Albans East.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"308","1/06/15",16,1,"Waimakariri District.","Rangiora North.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"309","1/06/15",17,1,"Christchurch City.","Richmond South.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"310","1/06/15",17,1,"Christchurch City.","Edgeware.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"311","1/07/15",19,1,"Christchurch City.","Wairarapa.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"312","1/07/15",2,1,"Christchurch City.","Ensors.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"313","1/07/15",99,2,"Christchurch City.","Northcote.","property crimes","Theft and Related Offences","Theft From Retail Premises"
"314","1/07/15",0,1,"Christchurch City.","Hagley Park.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"315","1/05/15",5,1,"Christchurch City.","Cashmere West.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"316","1/05/15",99,1,"Christchurch City.","Hoon Hay.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"317","1/05/15",2,1,"Timaru District.","Seaview.","violent crimes","Acts Intended to Cause Injury","Common Assault"
"318","1/05/15",1,1,"Christchurch City.","Merivale.","violent crimes","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury"
"319","1/05/15",14,1,"Ashburton District.","Hinds.","violent crimes","Acts Intended to Cause Injury","Serious Assault Not Resulting in Injury"
"320","1/07/15",1,1,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"321","1/07/15",1,1,"Christchurch City.","Cathedral Square.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"322","1/07/15",10,1,"Christchurch City.","Islington.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"323","1/07/15",12,1,"Christchurch City.","Rawhiti.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"324","1/04/15",3,1,"Kaikoura District.","Kaikoura Township.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"325","1/04/15",9,1,"Christchurch City.","Linwood.","property crimes","Theft and Related Offences","Theft (Except Motor Vehicles), N.E.C."
"326","1/04/15",12,1,"Christchurch City.","Spreydon.","property crimes","Theft and Related Offences","Theft From a Person (Excluding By Force)"
